 Z,TEMPERATURE
 m,C
 0.00000E+00, 0.00000E+00
 0.10000E+00, 0.00000E+00
 0.20000E+00, 0.00000E+00
 0.30000E+00, 0.00000E+00
 0.40000E+00, 0.00000E+00
 0.50000E+00, 0.00000E+00
 0.60000E+00, 0.00000E+00
 0.70000E+00, 0.00000E+00
 0.80000E+00, 0.00000E+00
 0.90000E+00, 0.00000E+00
 0.10000E+01, 0.00000E+00
 0.11000E+01, 0.00000E+00
 0.12000E+01, 0.00000E+00
 0.13000E+01, 0.00000E+00
 0.14000E+01, 0.00000E+00
 0.15000E+01, 0.00000E+00
 0.16000E+01, 0.00000E+00
 0.17000E+01, 0.00000E+00
 0.18000E+01, 0.00000E+00
 0.19000E+01, 0.00000E+00
 0.20000E+01, 0.00000E+00
 0.21000E+01, 0.00000E+00
 0.22000E+01, 0.00000E+00
 0.23000E+01, 0.00000E+00
 0.24000E+01, 0.00000E+00
 0.25000E+01, 0.00000E+00
 0.26000E+01, 0.00000E+00
 0.27000E+01, 0.00000E+00
 0.28000E+01, 0.00000E+00
